title,year,binary,budget_2013,domgross_2013,gross_millions,log_gross
The Lord of the Rings: The Two Towers,2002,FAIL,121746846,443662324,443.662324,6.095063741549872
The Powerpuff Girls,2002,PASS,32379480,14780124,14.780124,2.6932833052006946
The Quiet American,2002,FAIL,25903584,16821330,16.82133,2.8226477239514334
The Ring,2002,PASS,62168602,167199897,167.199897,5.119190084621703
The Rules of Attraction,2002,FAIL,5180717,8452031,8.452031,2.134406767518026
The Santa Clause 2,2002,FAIL,84186649,180322432,180.322432,5.1947465373345
The Sweetest Thing,2002,PASS,55692706,31641581,31.641581,3.454472110045512
The Transporter,2002,FAIL,27198764,32763432,32.763432,3.4893130154024856
The Tuxedo,2002,FAIL,77710753,65517936,65.517936,4.182323937217119
Treasure Planet,2002,FAIL,129517922,49372949,49.372949,3.8994026831180015
Tuck Everlasting,2002,PASS,19427688,24818223,24.818223,3.211578181725872
Two Weeks Notice,2002,PASS,77710753,120911349,120.911349,4.795057624182886
We Were Soldiers,2002,PASS,90662545,101179654,101.179654,4.616897689209791
Whale Rider,2002,PASS,5569271,26913392,26.913392,3.2926240065908217
White Oleander,2002,PASS,20722867,21186244,21.186244,3.053352103147538
xXx,2002,FAIL,90662545,183824786,183.824786,5.213983053930922
A Beautiful Mind,2001,FAIL,102635985,224626742,224.626742,5.41444010022112
A Knight's Tale,2001,FAIL,53949684,73797860,73.79786,4.301329733896025
Along Came A Spider,2001,PASS,36843687,97449838,97.449838,4.5793377635612185
American Outlaws,2001,FAIL,46054609,17454678,17.454678,2.8596076929505787
Antitrust,2001,FAIL,39475379,14428526,14.428526,2.6692072192661382
Artificial Intelligence: AI,2001,FAIL,118426136,103447452,103.447452,4.63906377363206
Atlantis: The Lost Empire,2001,FAIL,118426136,110600487,110.600487,4.705924492333513
Black Hawk Down,2001,FAIL,125005366,142951853,142.951853,4.962507881258634
Blow,2001,FAIL,39475379,69727697,69.727697,4.244597613296136
Bridget Jones's Diary,2001,PASS,32896149,94083718,94.083718,4.544185002927263
Don't Say A Word,2001,PASS,65792298,72368206,72.368206,4.281767059293452
Donnie Darko,2001,FAIL,5921307,1671811,1.671811,0.5139074699956903
Dr. Dolittle 2,2001,PASS,94740909,148625750,148.62575,5.001431401255573
Evolution,2001,PASS,105267677,50411551,50.411551,3.920220335326044
From Hell,2001,FAIL,46054609,41578506,41.578506,3.7275833510484118
Ghost World,2001,PASS,7237153,8181731,8.181731,2.101903741919568
Gosford Park,2001,PASS,23685227,54344576,54.344576000000004,3.9953448109790104
Hannibal,2001,PASS,114478598,217235991,217.235991,5.380984278752209
Harry Potter and the Sorcerer's Stone,2001,PASS,164480745,417880504,417.880504,6.035195516056452
Hedwig and the Angry Inch,2001,PASS,7895076,4036110,4.03611,1.395281356827591
High Heels and Low Lifes,2001,PASS,13158460,298423,0.298423,-1.209243335874879
Impostor,2001,FAIL,52633838,8045394,8.045394,2.085099753763468
Jason X,2001,PASS,18421843,17265945,17.265945,2.8487360643570816
Jay and Silent Bob Strike Back,2001,PASS,28948611,39553522,39.553522,3.6776547420819066
Jeepers Creepers,2001,PASS,13158460,49876055,49.876055,3.909541027868514
Josie and the Pussycats,2001,PASS,28948611,18754529,18.754529,2.9314352699153874
Kate & Leopold,2001,FAIL,63160606,61970361,61.970361,4.126656222356435
Kiss of the Dragon,2001,FAIL,32896149,48467177,48.467177,3.880886805949464
Kissing Jessica Stein,2001,PASS,1973769,9244768,9.244768,2.224057769878458
L.I.E.,2001,FAIL,921092,1501334,1.501334,0.4063540462189145
Lara Croft: Tomb Raider,2001,FAIL,123689520,172565543,172.565543,5.150777123725403
Legally Blonde,2001,PASS,23685227,126970485,126.970485,4.843954657874358
Lovely and Amazing,2001,PASS,328961,5540210,5.54021,1.712032406177957
Monkeybone,2001,FAIL,98688447,7118091,7.118091,1.9626395714963052
Monsoon Wedding,2001,PASS,1579015,18259960,18.25996,2.904710684583919
"Monsters, Inc.",2001,FAIL,151322285,380836644,380.836644,5.9423705272790945
Moulin Rouge!,2001,PASS,69739836,75511622,75.511622,4.324286578183226
Mulholland Dr.,2001,PASS,19737689,9499853,9.499853,2.251276324802566
Nowhere in Africa,2001,PASS,8552999,8123355,8.123355,2.0947432461792355
Ocean's Eleven,2001,FAIL,111846906,241348715,241.348715,5.4862428378743875
Osmosis Jones,2001,FAIL,92109217,17891440,17.89144,2.884322386176242
Pearl Harbor,2001,FAIL,199350663,261247866,261.247866,5.565469634824606
Save the Last Dance,2001,PASS,17105997,119792347,119.792347,4.785759802171726
Shallow Hal,2001,PASS,52633838,93209654,93.209654,4.534851300018112
Shaolin Soccer,2001,FAIL,13158460,643280,0.64328,-0.4411751907422435
Shrek,2001,FAIL,65792298,352192764,352.192764,5.864178650706247
Someone Like You...,2001,PASS,30264457,35972640,35.97264,3.5827586495097012
Spy Kids,2001,PASS,46054609,148285394,148.285394,4.9991387547452595
Super Troopers,2001,FAIL,3947538,24333100,24.3331,3.1918375633932103
The Fast and the Furious,2001,FAIL,50002146,190155939,190.155939,5.247844467123439
The Glass House,2001,PASS,28948611,23621318,23.621318,3.1621496093817925
The Legend of Suriyothai,2001,PASS,11842614,597730,0.59773,-0.514616132007309
The Lord of the Rings: The Fellowship of the Ring,2001,FAIL,143427209,415208284,415.208284,6.028780283483087
The Majestic,2001,FAIL,94740909,36575310,36.57531,3.5993734226050607
The One,2001,FAIL,64476452,57773198,57.773198,4.056524965712971
The Others,2001,PASS,22369381,127008987,127.008987,4.844257847734481
The Princess Diaries,2001,PASS,39475379,142433448,142.433448,4.958874859036542
The Royal Tenenbaums,2001,PASS,36843687,68889320,68.88932,4.232501158747852
The Wedding Planner,2001,PASS,36843687,79478222,79.478222,4.375483047025745
Thir13en Ghosts,2001,FAIL,25001073,55091786,55.091786,4.009000630636011
Training Day,2001,FAIL,59213068,100347776,100.347776,4.608641912565267
Valentine,2001,FAIL,13158460,26822383,26.822383,3.2892367255097437
Vanilla Sky,2001,FAIL,92109217,132393654,132.393654,4.885779711840609
Zoolander,2001,PASS,36843687,59439723,59.439723,4.084962740237137
28 Days,2000,PASS,58175060,50105659,50.105659,3.9141339558038024
Almost Famous,2000,PASS,81174503,43999763,43.999763,3.7841842475401184
American Psycho,2000,FAIL,10823267,20388715,20.388715,3.0149815615116826
Beautiful Creatures,2000,PASS,67645419,26316961,26.316961,3.2702136362648546
Best in Show,2000,PASS,8117450,25192844,25.192844,3.2265599859367904
Billy Elliot,2000,PASS,6764542,29757576,29.757576,3.3930837550346253
Boiler Room,2000,FAIL,12176175,22950688,22.950688,3.133347914270724
Bring It On,2000,PASS,13529084,92476091,92.476091,4.526950135432109
Cast Away,2000,FAIL,114997212,316082883,316.082883,5.7560044671701185
Cecil B. Demented,2000,PASS,13529084,1727642,1.727642,0.5467574729920411
Center Stage,2000,PASS,24352351,23271276,23.271276,3.1472198103617655
Charlie's Angels,2000,PASS,121761754,169526922,169.526922,5.133011746066468
Chicken Run,2000,PASS,56822152,144482383,144.482383,4.973157583164993
Chocolat,2000,PASS,33822710,96475572,96.475572,4.5692898364032555
Coyote Ugly,2000,FAIL,60880877,82238253,82.238253,4.409620558776945
Dancer in the Dark,2000,PASS,16911355,5624704,5.624704,1.727168324483664
"Dude, Where's My Car",2000,FAIL,18940717,63220562,63.220562,4.146629596339861
Dune,2000,PASS,60880877,37133914,37.133914,3.6145306760457205
Erin Brockovich,2000,PASS,67645419,169855868,169.855868,5.1349502421405235
Final Destination,2000,FAIL,31116893,72113147,72.113147,4.278236371634976
Gladiator,2000,FAIL,139349563,253918993,253.918993,5.53701529095423
Gone in Sixty Seconds,2000,FAIL,139755436,137513677,137.513677,4.923723381250813
High Fidelity,2000,FAIL,27058168,36903356,36.903356,3.6083024954204017
Hollow Man,2000,PASS,121761754,99045530,99.04553,4.595579643403362
Little Nicky,2000,FAIL,108232671,53362591,53.362591,3.977109957400031
Love & Basketball,2000,PASS,20293626,37125324,37.125324,3.6142993243575083
Meet the Parents,2000,FAIL,74409961,224887250,224.88725,5.415599165495175
Memento,2000,FAIL,6764542,34559865,34.559865,3.5426930376782253
Miss Congeniality,2000,PASS,60880877,144500988,144.500988,4.973286344899354
Mission to Mars,2000,FAIL,121761754,82357777,82.357777,4.411072890537426
"O Brother, Where Art Thou?",2000,FAIL,35175618,61566286,61.566286,4.120114415518511
Pitch Black,2000,PASS,31116893,53081479,53.081479,3.971828072677934
Pokemon: The Movie 2000,2000,FAIL,40587251,59185579,59.185579,4.080677914242181
Red Planet,2000,FAIL,108232671,23650043,23.650043,3.1633649331181073
Remember the Titans,2000,FAIL,40587251,156470282,156.470282,5.052866100574756
Requiem for a Dream,2000,PASS,6088088,4918474,4.918474,1.5929983197922226
Return to Me,2000,FAIL,32469801,44189098,44.189098,3.7884781070764375
Romeo Must Die,2000,FAIL,33822710,75726795,75.726795,4.327132060825164
Rugrats in Paris:,2000,PASS,40587251,103499437,103.499437,4.639566173077102
Saving Grace,2000,PASS,5411634,16476533,16.476533,2.8019371261355537
Scream 3,2000,PASS,54116335,120595650,120.59565,4.792443213990818
Sexy Beast,2000,FAIL,5817506,9397377,9.397377,2.2404306077831495
Shanghai Noon,2000,FAIL,74409961,77024193,77.024193,4.3441195673100275
Snatch.,2000,FAIL,13529084,40713217,40.713217,3.7065527817460158
Songcatcher,2000,PASS,2435235,4127634,4.127634,1.4177043614577862
The Beach,2000,FAIL,67645419,53816800,53.8168,3.985585686080334
The Cell,2000,FAIL,47351793,82907528,82.907528,4.417725866221088
The Emperor's New Groove,2000,PASS,135290838,120810082,120.810082,4.794219742283001
The Gift,2000,FAIL,13529084,16246592,16.246592,2.7878831637038637
The Patriot,2000,FAIL,148819922,153325570,153.32557,5.0325635690984845
The Road to El Dorado,2000,FAIL,128526296,68731346,68.731346,4.230205368820699
The Way of the Gun,2000,FAIL,12176175,8182195,8.182195,2.1019604520269257
The Whole Nine Yards,2000,PASS,32469801,77470905,77.470905,4.349902446516975
Thirteen days,2000,FAIL,108232671,46765640,46.76564,3.8451487452413886
Titan A.E.,2000,PASS,101468129,30781343,30.781343,3.426908759687595
Unbreakable,2000,FAIL,99091212,128525137,128.525137,4.856124503881479
Urbania,2000,FAIL,304404,1396303,1.396303,0.33382802949911894
Vertical Limit,2000,FAIL,101468129,92638183,92.638183,4.528701400074478
What Lies Beneath,2000,PASS,121761754,210329023,210.329023,5.348673080794659
What Women Want,2000,FAIL,87939045,247318583,247.318583,5.510677315254579
Where the Heart Is,2000,PASS,20293626,45689304,45.689304,3.821864222366575
"Wo hu cang long (Crouching Tiger, Hidden Dragon)",2000,PASS,20293626,173264011,173.264011,5.1548165063729545
X-Men,2000,FAIL,101468129,212812106,212.812106,5.360409644947111
10 Things I Hate About You,1999,PASS,18180006,53390436,53.390436,3.9776316288020324
8MM,1999,FAIL,55938481,50964770,50.96477,3.9311346097091824
American Beauty,1999,PASS,20976930,181881240,181.88124,5.203353946615557
American Pie,1999,FAIL,16781544,142364760,142.36476,4.958392496441537
Analyze This,1999,FAIL,41953861,149475534,149.475534,5.0071327272643495
Anna and the King,1999,FAIL,104884652,54891212,54.891212,4.005353262842712
Anywhere But Here,1999,FAIL,32164627,26086372,26.086372,3.261413032369297
Austin Powers: The Spy Who Shagged Me,1999,FAIL,48946171,288139235,288.139235,5.663443818170408
Being John Malkovich,1999,PASS,18180006,31967340,31.96734,3.464714756607373
Black and White,1999,PASS,13984620,7329780,7.32978,1.991945501805577
Blue Streak,1999,FAIL,50344633,95386564,95.386564,4.557937729961134
Boys Don't Cry,1999,PASS,2796924,16139101,16.139101,2.7812449611665775
But I'm a Cheerleader,1999,PASS,1678154,3084486,3.084486,1.126385030834108
Carrie 2: The Rage,1999,PASS,29367703,24837027,24.837027,3.212335563912
Cruel Intentions,1999,PASS,15383082,53463308,53.463308,3.978995586836062
Dick,1999,PASS,18180006,8777963,8.777963,2.1722443761739965
Dogma,1999,FAIL,13984620,42864850,42.86485,3.7580521427661453
Drop Dead Gorgeous,1999,PASS,13984620,14783713,14.783713,2.693526101832108
Election,1999,PASS,11886927,20898032,20.898032,3.039654991857756
Eyes Wide Shut,1999,PASS,90900032,77882040,77.88204,4.355195374305777
Fight Club,1999,FAIL,90900032,51785192,51.785192,3.9471042396713156
Flawless,1999,FAIL,37758475,6272780,6.27278,1.8362196375606619
For Love of the Game,1999,FAIL,69923101,49209977,49.209977,3.8960963874931
Galaxy Quest,1999,FAIL,62930791,99883369,99.883369,4.604003195319285
"Girl, Interrupted",1999,PASS,33563089,40375263,40.375263,3.6982172954534933
Go!,1999,PASS,9090003,23599429,23.599429,3.1612225168236083
Jawbreaker,1999,PASS,4195386,4302816,4.302816,1.4592696920776775
Magnolia,1999,FAIL,51743095,31396836,31.396836,3.4467071235059312
Muppets From Space,1999,PASS,33563089,22801624,22.801624,3.126831761493972
Mystery Men,1999,FAIL,95095418,41621042,41.621042,3.7286058566924574
Notting Hill,1999,PASS,58735405,162347007,162.347007,5.089736062900016
Office Space,1999,FAIL,13984620,15142285,15.142285,2.7174911613240895
Payback,1999,FAIL,69923101,114011185,114.011185,4.736296557616716
Pocket Monsters: Mewtwo Strikes Back!,1999,FAIL,41953861,119910654,119.910654,4.786746915467036
Ravenous,1999,FAIL,16781544,2884196,2.884196,1.0592461782784959
Sleepy Hollow,1999,PASS,97892342,141340236,141.340236,4.951170004993874
South Park: Bigger Longer & Uncut,1999,FAIL,29367703,72772612,72.772612,4.287339675627151
Star Wars: Episode I - The Phantom Menace,1999,PASS,160823133,663632711,663.632711,6.497728850350362
Stuart Little,1999,FAIL,146838513,195805974,195.805974,5.277124240356197
Tarzan,1999,FAIL,202776994,239265412,239.265412,5.477573446231147
The 13th Warrior,1999,FAIL,174807753,45728169,45.728169,3.822714497506898
The Blair Witch Project,1999,PASS,839077,196538593,196.538593,5.2808588140605845
The Boondock Saints,1999,FAIL,9789234,42613,0.042613,-3.155595907940724
The Green Mile,1999,FAIL,83907722,191311527,191.311527,5.253903130773064
The Haunting,1999,PASS,111876962,127524221,127.524221,4.8483063151841765
The Iron Giant,1999,FAIL,69923101,32387409,32.387409,3.4777697361583066
The Matrix,1999,PASS,90900032,239808171,239.808171,5.479839316241424
The Mummy,1999,FAIL,111876962,217300705,217.300705,5.381282131619753
The Sixth Sense,1999,FAIL,55938481,410457404,410.457404,6.01727215736955
The Talented Mr. Ripley,1999,FAIL,55938481,113683964,113.683964,4.7334223529909005
Three to Tango,1999,FAIL,27969241,14782268,14.782268,2.693428354356646
Topsy-Turvy,1999,PASS,27969241,8672922,8.672922,2.1602057582339977
Toy Story 2,1999,FAIL,125861583,343814937,343.814937,5.840103538776344
Virus,1999,FAIL,104884652,19593418,19.593418,2.9751936935110117
Wild Wild West,1999,FAIL,244730855,159152923,159.152923,5.069865519880524
Wing Commander,1999,FAIL,41953861,16191424,16.191424,2.784481719349787
54,1998,FAIL,18578720,23948203,23.948203,3.175893289726694
A Bug's Life,1998,PASS,64310954,232660690,232.66069,5.449581126085246
American History X,1998,FAIL,14291323,9603575,9.603575,2.262135424985005
Armageddon,1998,FAIL,200078524,288081893,288.081893,5.663244790410394
Beloved,1998,PASS,75744013,32659228,32.659228,3.486127449785913
Blade,1998,FAIL,64310954,100242021,100.242021,4.607587471996701
Bride of Chucky,1998,FAIL,35728308,46309872,46.309872,3.8353551565069792
Buffalo '66,1998,FAIL,2143698,3402201,3.402201,1.224422575120761
Dark City,1998,FAIL,38586572,20629634,20.629634,3.0267285857721244
Deep Impact,1998,PASS,114330585,200742590,200.74259,5.302023440564053
Disturbing Behavior,1998,FAIL,21436985,25020345,25.020345,3.219689293912523
Elizabeth,1998,PASS,35728308,42992157,42.992157,3.7610177037086707
Enemy of the State,1998,FAIL,121476247,159419475,159.419475,5.071538935806549
Ever After,1998,PASS,37157440,93902242,93.902242,4.542254262393503
Fear and Loathing in Las Vegas,1998,FAIL,26438948,15263526,15.263526,2.7254660607646426
Festen (The Celebration),1998,FAIL,1857872,2354896,2.354896,0.8564965651344285
Get Real,1998,FAIL,2858265,1646948,1.646948,0.49892387814091693
Godzilla,1998,FAIL,178641539,194811162,194.811162,5.272030689361525
Halloween H20: 20 Years Later,1998,PASS,24295249,78661926,78.661926,4.365159251829766
Happiness,1998,PASS,4287397,3925045,3.925045,1.3673778161368024
Hope Floats,1998,PASS,42873969,85905591,85.905591,4.453248914182949
Little Voice,1998,PASS,8574794,6566863,6.566863,1.88203624510604
"Lock, Stock and Two Smoking Barrels",1998,FAIL,1929329,5570142,5.570142,1.7174205473305708
Lost in Space,1998,PASS,114330585,98778237,98.778237,4.592877307210748
Mercury Rising,1998,FAIL,85747939,47137546,47.137546,3.8530698384524693
Mulan,1998,FAIL,128621908,172382303,172.382303,5.1497147021485725
Out of Sight,1998,FAIL,68598351,53681880,53.68188,3.9830755144048524
Pi,1998,FAIL,97181,4603452,4.603452,1.526806456842267
Practical Magic,1998,PASS,85747939,66955646,66.955646,4.204030400172212
Primary Colors,1998,PASS,92893600,55761862,55.761862,4.021090159008073
Quest for Camelot,1998,PASS,57165293,32544916,32.544916,3.4826211659793853
Rounders,1998,FAIL,17149588,32758425,32.758425,3.4891601809060595
Run Lola Run,1998,FAIL,2500982,10385968,10.385968,2.3404556643467087
Rush Hour,1998,PASS,50019631,201774709,201.774709,5.3071517730089255
Rushmore,1998,FAIL,14291323,24445621,24.445621,3.1964510996760254
Safe Men,1998,FAIL,1429132,30312,0.030312,-3.4962116052658376
Saving Private Ryan,1998,FAIL,92893600,309171460,309.17146,5.733896009736421
Shakespeare in Love,1998,PASS,37157440,143367401,143.367401,4.9654105731730995
Six Days Seven Nights,1998,FAIL,114330585,106240687,106.240687,4.66570715219818
Sliding Doors,1998,PASS,8574794,17022681,17.022681,2.834546631304209
Slums of Beverly Hills,1998,PASS,7145662,7864191,7.864191,2.0623196704441207
Small Soldiers,1998,FAIL,57165293,78807819,78.807819,4.367012217829595
Smoke Signals,1998,PASS,2858265,9602769,9.602769,2.2620514943836922
Sphere,1998,FAIL,104326659,52975497,52.975497,3.9698294858942145
Star Trek: Insurrection,1998,PASS,100039262,100307450,100.30745,4.608239969377972
Stepmom,1998,PASS,71456616,130247778,130.247778,4.869438620987002
The Avengers,1998,PASS,85747939,33420854,33.420854,3.509180076401503
The Big Lebowski,1998,FAIL,21436985,25008106,25.008106,3.219200012313772
The Faculty,1998,FAIL,21436985,57570196,57.570196,4.053005003232904
The Man in the Iron Mask,1998,FAIL,50019631,81415051,81.415051,4.399560157636181
The Mask of Zorro,1998,FAIL,92893600,134093691,134.093691,4.898538742201024
The Negotiator,1998,FAIL,71456616,63890455,63.890455,4.15716997620417
The Prince of Egypt,1998,FAIL,85747939,144932864,144.932864,4.976270628303232
The Proposition,1998,FAIL,28582646,2720259,2.720259,1.0007270963629489
The Thin Red Line,1998,FAIL,74314880,52021118,52.021118,3.95164975152351
The Truman Show,1998,FAIL,85747939,179525030,179.52503,5.190314641104012
There's Something About Mary,1998,PASS,31440911,252219917,252.219917,5.530301393449885
Urban Legend,1998,PASS,20007852,54473818,54.473818,3.9977201825686604
Vampires (John Carpenter's),1998,FAIL,28582646,28966833,28.966833,3.366151485819201
Velvet Goldmine,1998,FAIL,12862191,1506002,1.506002,0.4094584573980684
Wild Things,1998,FAIL,28582646,42581425,42.581425,3.751418125321503
You've Got Mail,1998,PASS,92893600,165524241,165.524241,5.109117655390338
A Simple Wish,1997,PASS,40634668,11849668,11.849668,2.472299850311023
Air Bud,1997,FAIL,4353714,35768573,35.768573,3.5770696587094237
Air Force One,1997,FAIL,123355241,251000935,251.000935,5.525456664224447
Alien: Resurrection,1997,PASS,87074287,69361952,69.361952,4.239338475098194
Anastasia,1997,PASS,76915621,84757254,84.757254,4.4397913355180485
As Good as It Gets,1997,PASS,72561906,215476950,215.47695,5.37285394326627
Austin Powers: International Man of Mystery,1997,FAIL,26122286,78198499,78.198499,4.359250452993649
Batman & Robin,1997,FAIL,181404766,155754415,155.754415,5.048280503975272
Boogie Nights,1997,FAIL,21768572,38328318,38.328318,3.646188996352915
Cats Don't Dance,1997,PASS,46439620,5207916,5.207916,1.6501797757439358
Chasing Amy,1997,PASS,362810,17424311,17.424311,2.8578664149752995
Cinderella,1997,PASS,4208591,123355241,123.355241,4.815068330925598
Clockwatchers,1997,PASS,2902476,780691,0.780691,-0.24757585403813454
Con Air,1997,FAIL,116099050,146745677,146.745677,4.988701000011952
Conspiracy Theory,1997,FAIL,116099050,110466780,110.46678,4.704714842274339
Contact,1997,PASS,130611431,146459429,146.459429,4.986748454949917
Eve's Bayou,1997,PASS,7256191,21541344,21.541344,3.069974065324897
Event Horizon,1997,PASS,87074287,38709226,38.709226,3.656077969556281
Fever Pitch,1997,PASS,58049525,61055139,61.055139,4.111777373918214
Flubber,1997,FAIL,116099050,134956149,134.956149,4.904949903450042
G.I. Jane,1997,PASS,72561906,69904916,69.904916,4.247135975808281
Gattaca,1997,FAIL,52244573,18188044,18.188044,2.9007644551373177
George of the Jungle,1997,PASS,79818097,152762052,152.762052,5.028881495102917
Good Will Hunting,1997,FAIL,14512381,200899879,200.899879,5.3028066695310105
Grosse Pointe Blank,1997,PASS,21768572,40757090,40.75709,3.7076298122828235
Hercules,1997,PASS,101586669,143835260,143.83526,4.968668616898915
I Know What You Did Last Summer,1997,PASS,24671048,104852087,104.852087,4.65255066177549
In the Company of Men,1997,FAIL,36281,4184879,4.184879,1.4314777907397045
Jackie Brown,1997,PASS,17414858,57575205,57.575205,4.053092006273576
Kiss the Girls,1997,FAIL,39183429,87840357,87.840357,4.4755210419606115
L.A. Confidential,1997,FAIL,50793334,93757206,93.757206,4.540708525896634
Liar Liar,1997,FAIL,65305716,263270001,263.270001,5.5731801253359405
Men in Black,1997,FAIL,130611431,363811668,363.811668,5.896636338137053
Mononoke-hime,1997,PASS,29024763,3445395,3.445395,1.2370385568187694
Mortal Kombat: Annihilation,1997,PASS,43537144,52139221,52.139221,3.9539174678490574
Must love Dogs,1997,FAIL,50793334,63701899,63.701899,4.1542143737507145
My Best Friend's Wedding,1997,FAIL,66756954,184036082,184.036082,5.215131836210407
Orgazmo,1997,FAIL,1451238,844655,0.844655,-0.16882701901924715
Scream 2,1997,PASS,34829715,147102287,147.102287,4.991128174733306
Selena,1997,PASS,29024763,51446556,51.446556,3.9405435212640487
Smilla's Sense of Snow,1997,PASS,50793334,3224642,3.224642,1.1708219363339814
Spawn,1997,PASS,58049525,79789061,79.789061,4.379386414858913
Starship Troopers,1997,PASS,145123812,79482791,79.482791,4.375540532819463
The Devil's Advocate,1997,PASS,82720573,88536300,88.5363,4.4834126374088985
The Fifth Element,1997,FAIL,137867622,92256459,92.256459,4.524572296729775
The Game,1997,FAIL,72561906,70044851,70.044851,4.249135765441874
The Lost World: Jurassic Park,1997,FAIL,108842859,332459322,332.459322,5.806517512762155
The Peacemaker,1997,FAIL,72561906,59882642,59.882642,4.092386680154585
The Postman,1997,FAIL,116099050,25615375,25.615375,3.2431927571434613
Titanic,1997,PASS,290247625,955890356,955.890356,6.862643216097388
Volcano,1997,PASS,130611431,69001723,69.001723,4.234131475299981
August,1996,FAIL,5049561,18767,0.018767,-3.9756552706730015
Bound,1996,PASS,6683242,5646983,5.646983,1.7311214202381426
Broken Arrow,1996,FAIL,96535720,104920957,104.920957,4.653207276192301
Chain Reaction,1996,FAIL,81684071,31524414,31.524414,3.450762293256329
DragonHeart,1996,FAIL,84654401,76285021,76.285021,4.334476601848604
Emma,1996,PASS,8762473,33017679,33.017679,3.4970431452885835
Escape from L.A.,1996,FAIL,74258246,37763082,37.763082,3.6313319587092185
Eye for an Eye,1996,PASS,29703299,39791578,39.791578,3.6836552818580506
Fargo,1996,PASS,10396154,36487162,36.487162,3.596960472690941
Freeway,1996,PASS,4455495,438856,0.438856,-0.823583937939945
From Dusk Till Dawn,1996,FAIL,29703299,38211750,38.21175,3.643143059938961
Hamlet,1996,FAIL,2970330,2342531,2.342531,0.8512319687675285
Harriet the Spy,1996,PASS,19307144,39460903,39.460903,3.675310384265733
Independence Day,1996,PASS,111387369,454711839,454.711839,6.119663897439447
Jingle All the Way,1996,FAIL,89109896,89989691,89.989691,4.4996951193251045
Kingpin,1996,FAIL,37129123,37163912,37.163912,3.6153381828933653
Love and Other Catastrophes,1996,PASS,371291,315278,0.315278,-1.1543004896831317
Mars Attacks!,1996,PASS,118813194,56096190,56.09619,4.027067895783858
Mission: Impossible,1996,FAIL,118813194,268787949,268.787949,5.593922775054699
Romeo + Juliet,1996,FAIL,21534891,68820654,68.820654,4.23150390337562
Scream,1996,PASS,22277474,153041290,153.04129,5.030707754265317
Secrets & Lies,1996,PASS,6683242,19926891,19.926891,2.9920701260701135
Set It Off,1996,PASS,13366484,53538871,53.538871,3.980407950832143
Space Jam,1996,FAIL,118813194,134353268,134.353268,4.900472659291157
Spy Hard,1996,FAIL,26732969,40004796,40.004796,3.6889993469265057
Star Trek: First Contact,1996,PASS,68317587,136676591,136.676591,4.917617485466923
Striptease,1996,FAIL,74258246,49173429,49.173429,3.895353416637197
That Thing You Do!,1996,PASS,3712912,38402527,38.402527,3.648123264720143
The Cable Guy,1996,FAIL,69802752,89466773,89.466773,4.493867304953301
The Craft,1996,PASS,22277474,36786742,36.786742,3.6051375085223003
The English Patient,1996,PASS,51980772,116906798,116.906798,4.76137701905414
The Fan,1996,FAIL,81684071,27598768,27.598768,3.317771134045654
The First Wives Club,1996,PASS,44554948,156668864,156.668864,5.054134431469553
The Glimmer Man,1996,FAIL,66832422,30304554,30.304554,3.4112979982515594
The Hunchback of Notre Dame,1996,FAIL,148516493,148722709,148.722709,5.0020835586856975
The Long Kiss Goodnight,1996,FAIL,96535720,49675220,49.67522,3.9055062172151898
The Mirror Has Two Faces,1996,PASS,62376927,61288998,61.288998,4.115600348856905
The Rock,1996,FAIL,111387369,199115335,199.115335,5.293884229701327
Trainspotting,1996,FAIL,4604011,24507872,24.507872,3.198994372065372
Twister,1996,PASS,130694514,359244145,359.244145,5.884002226983595
Walking and Talking,1996,PASS,1485165,1912120,1.91212,0.6482125741660648
When the Cat's Away,1996,PASS,445549,2454193,2.454193,0.8977979903029626
Apollo 13,1995,PASS,99370665,263057839,263.057839,5.572373928150964
Assassins,1995,FAIL,76438973,46331600,46.3316,3.8358242336908654
Batman Forever,1995,FAIL,152877946,281342983,281.342983,5.639574505102657
Before Sunrise,1995,FAIL,3821949,8062791,8.062791,2.0872597744938095
Braveheart,1995,FAIL,110072121,115492633,115.492633,4.749206744377807
Casino,1995,FAIL,79496532,64878801,64.878801,4.172520929365125
Casper,1995,PASS,84082870,153379682,153.379682,5.032916429052519
Clueless,1995,PASS,20944279,86526587,86.526587,4.460451730872997
Congo,1995,FAIL,76438973,123865278,123.865278,4.819194507229183
Copycat,1995,FAIL,30575589,49000312,49.000312,3.8918266654372937
Die Hard: With a Vengeance,1995,FAIL,137590151,152897054,152.897054,5.029764845254301
Four rooms,1995,FAIL,6115118,6575280,6.57528,1.8833171627084202
Home for the holidays,1995,PASS,30575589,26706076,26.706076,3.2848911050601646
Jumanji,1995,PASS,99370665,153578601,153.578601,5.034212494601889
Mallrats,1995,FAIL,9325555,3223228,3.223228,1.17038334187638
Mortal Kombat,1995,FAIL,30575589,107676871,107.676871,4.6791348071532655
Outbreak,1995,PASS,76438973,103687285,103.687285,4.641379494410238
Pocahontas,1995,PASS,84082870,216444248,216.444248,5.377332999268313
Pride and Prejudice,1995,PASS,42805825,58663337,58.663337,4.0718149490775595
Sabrina,1995,PASS,88669209,81725980,81.72598,4.403371943973068
Safe,1995,PASS,50449722,26206460,26.20646,3.2660059452604218
Se7en,1995,FAIL,45863384,153070026,153.070026,5.030895502960529
Sense and Sensibility,1995,PASS,25224861,65727998,65.727998,4.18552498387766
